date	Tx_Ref	Tn_Ref	Tx_Can	Tn_Can 
19/05/2013	13	0	11.5	-1.5
20/05/2013	10	6	11.9	5.9
21/05/2013	12	5	12.4	4.4
22/05/2013	14.4	6	11.7	3.2
23/05/2013	11	7	10.3	6.3
24/05/2013	9	5.8	8.9	6.1
25/05/2013	9	5	8.6	5.5
26/05/2013	6.6	4.1	6.6	4.5
27/05/2013	8	4	7.5	2.9
28/05/2013	12	3	11.4	1
29/05/2013	12.5	7	14.3	3.7
30/05/2013	17	6.9	13	7.4
31/05/2013	20	10	16	8.3
01/06/2013	9	7	11.1	6.5
02/06/2013	9	6	8.3	5.8
03/06/2013	12	5	11.3	5.7
04/06/2013	12	5	NA	5.6
05/06/2013	14	7	12.3	1.2
06/06/2013	16	3	12.9	0.7
07/06/2013	19	5	NA	4.5
08/06/2013	10	8	NA	NA
09/06/2013	14	7	NA	NA
10/06/2013	20	10	14.6	NA
11/06/2013	21	12	17.2	9.4
12/06/2013	14	9	16.8	7.3
13/06/2013	18.5	10	16.5	7.9
14/06/2013	15	10	16	10.7
15/06/2013	19	10	17.4	9.1
16/06/2013	17	9	15.1	6.8
17/06/2013	13	7	15.1	5.7
18/06/2013	12.5	9	11.8	9.6
19/06/2013	16.5	9.5	15.2	9.6
20/06/2013	21.3	13	18.6	8.2
21/06/2013	19	12.8	17.9	9.3
22/06/2013	22	13	19.9	7.9
23/06/2013	22	13	18.1	11.2
24/06/2013	22	15	20.7	15
25/06/2013	17	10	16.7	8.7
26/06/2013	12	8	12.5	8.3
27/06/2013	12	9	10.2	7.6
28/06/2013	13	7	11.6	5.6
29/06/2013	13	8	9.9	6.6
30/06/2013	19	8.5	16.3	9
01/07/2013	20	13	17.5	9.5
02/07/2013	21	10	19.2	7.8
03/07/2013	23	13	NA	11.7
04/07/2013	27	16	24.1	14.4
05/07/2013	27	16	23.4	14.4
06/07/2013	27	18	24.5	14.6
07/07/2013	20	16	20.4	10.4
08/07/2013	18	12	17.6	8.1
09/07/2013	20	11	18.3	9.1
10/07/2013	25	13	25.6	12.9
11/07/2013	25	17	24.1	14.2
12/07/2013	22	13.5	18.7	11.5
13/07/2013	23.3	14	20.3	14.8
14/07/2013	26	16	21.8	14.9
15/07/2013	27	16	22.8	15.5
16/07/2013	25	15	24.7	12.1
17/07/2013	25	14.5	22.7	14.9
18/07/2013	23	15	20.6	12.9
19/07/2013	22.7	15	21.2	13.1
20/07/2013	25	13.8	21.6	14.1
21/07/2013	17	11	15.8	11.9
22/07/2013	21	14	18.5	11.6
23/07/2013	26	14	22.6	12.2
24/07/2013	18	13	15.8	11.2
25/07/2013	17	12	15.4	10
26/07/2013	15	11	15.1	10.2
27/07/2013	18	10	17.2	10.2
28/07/2013	19	12	17.1	11.1
29/07/2013	15	12	13.9	11.5
30/07/2013	19	11	14.6	10.6
31/07/2013	21	11	NA	10.6
01/08/2013	25	18	NA	NA
02/08/2013	21.2	15	21.5	11.2
03/08/2013	19	14	16.3	10.6
04/08/2013	20	14	19.9	12.8
05/08/2013	17.5	13.6	16	12.5
06/08/2013	20	13.3	17.3	13.4
07/08/2013	22	13	20.3	12
08/08/2013	22	14.5	20.2	13.3
09/08/2013	21	15	19.5	12.9
10/08/2013	20	14	19.1	12.3
11/08/2013	22	15	19.4	12.6
12/08/2013	19.9	14	17.9	12.2
13/08/2013	19	12.3	15.4	11.5
14/08/2013	14	10	13.1	10.3
15/08/2013	19	10	16.9	10.9
16/08/2013	17	12	15.5	10.7
17/08/2013	19.5	11	15.2	10.8
18/08/2013	24	12	21.3	12.1
19/08/2013	22	13.4	22	10.5
20/08/2013	15	11	14.5	10.4
21/08/2013	26	10	25.1	10.5
22/08/2013	23	13.5	24	13
23/08/2013	15	13	15.7	12.1
24/08/2013	19	10	16.1	6.2
25/08/2013	20	13	16.9	10.4
26/08/2013	19	14	18.7	11.2
27/08/2013	19	12	15.7	11.3
28/08/2013	18	13	15.9	7.2
29/08/2013	12	7	12.3	4.5
30/08/2013	17	6	13.8	4.9
31/08/2013	19	11	18.9	11
01/09/2013	16	12	14.9	7.2
02/09/2013	19.3	9	14.4	6
03/09/2013	18.7	9	12.6	7.8
04/09/2013	20	10	21	7.7
05/09/2013	12	8	11	5.5
06/09/2013	17	7	16.4	8.4
07/09/2013	17	11	17.3	10.4
08/09/2013	11.5	10	12.6	8.5
09/09/2013	19	6	18.2	5.3
10/09/2013	14.7	9.7	16.6	9.4
11/09/2013	13	9.4	11.9	8.7
12/09/2013	14	8.3	12.4	8.4
13/09/2013	13	9	11.5	9
14/09/2013	14	8	10	7.9
15/09/2013	14.6	8	13.6	7.6
16/09/2013	9	7	9.9	3.7
17/09/2013	15.5	5	14.1	4.2
18/09/2013	16	10	14.6	9.1
19/09/2013	18.5	10	15	8.4
20/09/2013	17	7	NA	NA
21/09/2013	23	9	23.4	7.2
22/09/2013	19	11	20.1	9.6
23/09/2013	8	8	9.6	7.6
24/09/2013	7.9	7	8.5	7.5
25/09/2013	10	7	10.2	7.6
26/09/2013	13	8	12	7.7
27/09/2013	15	9	11.4	5.5
28/09/2013	17.9	9.7	14.1	8.1
29/09/2013	18	10	14.4	10.2
30/09/2013	18	12	15	9.7
01/10/2013	17	8	14.5	8.1
02/10/2013	19	10	17.2	9.5
03/10/2013	14	10	13.1	9.2
04/10/2013	12	7	11.1	4.3
05/10/2013	10	6	9.2	3.2
06/10/2013	10	4	9.1	1.1
07/10/2013	19	5	20.9	5
08/10/2013	11	8	14.8	8.4
09/10/2013	15	7.4	13.9	5.7
10/10/2013	16	10	14.7	9.8
11/10/2013	10	6	9.4	0.3
12/10/2013	8	2	7.6	-1.7
13/10/2013	10	2	9.2	-1.5
14/10/2013	12	6	11.1	4.2
15/10/2013	10	5	8.9	2.3
16/10/2013	15.5	5	14.1	2
17/10/2013	13	8	12.7	7.5
18/10/2013	11	7.5	NA	NA
19/10/2013	10.5	7	9.3	5.6
20/10/2013	11	7	NA	NA
21/10/2013	8.1	5	7.3	4.5
22/10/2013	12	6	12.1	4.8
23/10/2013	8	4	7.6	1.5
24/10/2013	5	1.2	5.1	0.4
25/10/2013	7	2.5	6.3	2.1
26/10/2013	4.5	0	4.4	-0.4
27/10/2013	7	0.9	6.9	2.2
28/10/2013	4	2	4.3	2.5
29/10/2013	1	-1	3.1	-1.3
30/10/2013	3	-2	3.2	-1.9
31/10/2013	12.2	-1	8.6	-1
01/11/2013	19	5	18.5	6.5
02/11/2013	4.5	2	7.2	1
03/11/2013	3	-0.5	2.9	-0.1
04/11/2013	1.5	-1	2	-4.4
05/11/2013	7	-2	5.1	-4.4
06/11/2013	12	3	8.2	3.8
07/11/2013	13	4	13.4	2.8
08/11/2013	4	2	3.6	0.7
09/11/2013	2	0	2.9	-0.3
10/11/2013	2	0	2.7	-0.4
11/11/2013	2	-0.6	1.8	-1.7
12/11/2013	-1	-7	0.8	-5.6
13/11/2013	-1	-5	-0.8	-5.9
14/11/2013	5	-5	4	-5.8
15/11/2013	7	3	5.9	3
16/11/2013	7	4	8	1
17/11/2013	11	0	7.5	-1.2
18/11/2013	13	2.9	12.4	5.3
19/11/2013	2	0	7.2	-3.3
20/11/2013	-2	-5	-0.9	-3.9
21/11/2013	1	-4	1.4	-6.2
22/11/2013	2	-1	1.7	-4.3
23/11/2013	-0.7	-5	0	-4.5
24/11/2013	-5	-7	-4	-5.5
25/11/2013	-5	-7	-3.9	-7.8
26/11/2013	0	-7	-1.1	-8
27/11/2013	10	-2	10.9	-3.6
28/11/2013	-2	-8	2.4	-7
29/11/2013	-5	-9	-4.5	-7.9
30/11/2013	-7	-9	-5.3	-8.8
01/12/2013	-5	-9	-4	-8.7
02/12/2013	0	-9	-2.1	-11.6
03/12/2013	0	-3	0.6	-2.8
04/12/2013	-0.4	-4	0.6	-4
05/12/2013	6	-5.6	4.3	-5.9
06/12/2013	4	-2.6	5.6	-2.6
07/12/2013	-4.2	-6	-2.3	-4.9
08/12/2013	-6	-7.6	-4.8	-8.9
09/12/2013	-3.6	-12	-7.8	-11.5
10/12/2013	-2	-10	-2	-9.7
11/12/2013	-10	-12	-9.2	-15.1
12/12/2013	-15	-18	-14.7	-17.7
13/12/2013	-17	-19	-15.8	-21.9
14/12/2013	-14	-20	-13.7	-18.1
15/12/2013	-8	-18	-7.6	-17.3
16/12/2013	-8	-11	-7.6	-11.1
17/12/2013	-10	-17	NA	-12.2
18/12/2013	-7	-16	-7	-19.3
19/12/2013	-10	-12	-8.5	-13.4
20/12/2013	-11	-18	-12.9	-19.3
21/12/2013	-6	-18	-5.7	-17
22/12/2013	-10.6	-13.3	-7.2	-12.8
23/12/2013	-7	-13	-7.5	-12.4
24/12/2013	-7.4	-9.4	-6.9	-10.9
25/12/2013	-11.7	-15.1	-10.6	-18.8
26/12/2013	-9	-16	-9.5	-18.8
27/12/2013	-8	-12.5	-7.1	-14.9
28/12/2013	-3	-13	-3.3	-12.7
29/12/2013	-9	-17	-11.8	-16.4
30/12/2013	-7.5	-15	-6.3	-16.4
31/12/2013	-20.2	-23	-16.3	-23.7
01/01/2014	-20.8	-24.9	-20.2	-26
02/01/2014	-26	-28	-25.1	-31.6
03/01/2014	-22	-29	-20.6	-33.1
04/01/2014	-13.5	-23	-14.6	-23.2
05/01/2014	-4	-16	-9.2	-14.7
06/01/2014	8	-11	7.7	-11.2
07/01/2014	-15	-18	-3.3	-17.2
08/01/2014	-11	-18	NA	-17.4
09/01/2014	-10	-15.5	-10.6	-15.7
10/01/2014	-2	-15	-5.3	-13.6
11/01/2014	1.4	-5.4	1	-8.2
12/01/2014	4.4	-1	4.3	-1.4
13/01/2014	4	-3	4.1	-2.8
14/01/2014	6	-2	5.6	0.3
15/01/2014	2	-6	1	-6.5
16/01/2014	0	-6.1	1.8	-3
17/01/2014	-0.6	-2.5	-0.9	-3.1
18/01/2014	2.2	-2.5	0.5	-6.1
19/01/2014	0	-4	0	-6.5
20/01/2014	-12	-15	-4.4	-17.6
21/01/2014	-16	-20	-15.3	-19.1
22/01/2014	-10	-20	-10.2	-19.5
23/01/2014	-13.3	-16.1	-11.9	-15.8
24/01/2014	-12.5	-19	-14.8	-20.6
25/01/2014	-5	-17	-5.1	-18.4
26/01/2014	-5.7	-17	-4.8	-17.2
27/01/2014	-10	-20	-8.8	-21
28/01/2014	-14	-19	-12.1	-18.4
29/01/2014	-10	-17	-8.4	-16.1
30/01/2014	-5.5	-15	-7.2	-14.3
31/01/2014	-2	-10.6	-1.4	-7.8
01/02/2014	-3	-10	-5.8	-10.9
02/02/2014	-3	-9	-3.5	-7.2
03/02/2014	-9	-13	-5.8	-15.9
04/02/2014	-8	-13	-6.2	-14
05/02/2014	-13	-15	-7.3	-14.4
06/02/2014	-11	-17	-11.4	-16.2
07/02/2014	-7	-13.7	-6.3	-14.3
08/02/2014	-7.9	-10.1	-7.6	-13.7
09/02/2014	-12	-17	-12.2	-16.5
10/02/2014	-14	-15	-13	-15.9
11/02/2014	-13	-18	-12.2	-20.8
12/02/2014	-5	-17	-10.2	-18.9
13/02/2014	-2	-13	-2.5	-10.2
14/02/2014	-4.8	-10	-4.3	-9.9
15/02/2014	-8	-12	-8	-11.3
16/02/2014	-9.7	-11.6	-8.4	-11.6
17/02/2014	-8	-12	-8.3	-17.6
18/02/2014	-4	-15	-5.7	-19.3
19/02/2014	-1.7	-9.8	-3.2	-9.4
20/02/2014	0	-5	-0.4	-3.9
21/02/2014	-0.6	-6	0.2	-8.8
22/02/2014	3	-4	3	-2.7
23/02/2014	-1	-4	0	-8.3
24/02/2014	-4	-8	-4.1	-10
25/02/2014	-10	-13	-9.2	-12.4
26/02/2014	-12	-15	-12	-20.8
27/02/2014	-9	-18	-9.2	-20.9
28/02/2014	-10	-13	-9.6	-16.8
01/03/2014	-8	-20	-8.8	-21.6
02/03/2014	-11	-14	-8.3	-18.9
03/03/2014	-15	-18.5	-14.3	-20.2
04/03/2014	-17	-22	-16.5	-25.6
05/03/2014	-12.6	-22	-12.6	-26.9
06/03/2014	-4.6	-17	-9.4	-15.7
07/03/2014	1	-11	1	-14.8
08/03/2014	-3	-6	-2.5	-7.2
09/03/2014	-9	-11	-7.2	-15.9
10/03/2014	-4	-14	-4.2	-15.5
11/03/2014	0	-9	0.1	-5.7
12/03/2014	-5	-7	-1	-11.3
13/03/2014	-12	-13.2	-11.2	-13.2
14/03/2014	-4	-15	-7.8	-14.7
15/03/2014	-0.1	-10	-1.1	-7.8
16/03/2014	-7.1	-11.2	-2.1	-14.1
17/03/2014	-10.4	-16.8	-10.5	-16.3
18/03/2014	-7	-14.2	-6.7	-13.7
19/03/2014	-1.4	-10	-4.1	-14.8
20/03/2014	1	-6	1.6	-6
21/03/2014	0	-3	-0.1	-2.7
22/03/2014	-3	-5	-1.9	-5.8
23/03/2014	-5.5	-9.3	-3.4	-12.8
24/03/2014	-9	-16	-8.8	-15.1
25/03/2014	-2.5	-12	-4.6	-17.8
26/03/2014	-1.6	-8	-2.5	-12.1
27/03/2014	-3.5	-9.5	-2.8	-11
28/03/2014	-1.3	-8	-1.5	-12
29/03/2014	1	-3.3	0.2	-7.4
30/03/2014	-2	-5	-2	-8.8
31/03/2014	-1	-5	-2.3	-10
01/04/2014	0.4	-5	-0.8	-13.5
02/04/2014	2.1	-7	0.8	-9.2
03/04/2014	2.3	-3.3	0.3	-5.7
04/04/2014	5	-3	4.6	-5.1
05/04/2014	5	0	4.7	-0.4
06/04/2014	2	-2	1.4	-1.7
07/04/2014	8	-0.3	3.3	-2.5
08/04/2014	7	1	7.2	-0.3
09/04/2014	1.3	-2	2.5	-4.6
10/04/2014	10	-6	10.7	-5.7
11/04/2014	8	4	9.5	-0.9
12/04/2014	7	-1	5.2	-2.6
13/04/2014	2	-4	0.3	-3.5
14/04/2014	14	-2	9.6	0
15/04/2014	16.2	-0.4	17.4	0.3
16/04/2014	0	-5	3.6	-6.1
17/04/2014	3.9	-5.5	3.2	-6.3
18/04/2014	10	-1	9.1	-2.3
19/04/2014	2.4	0	3.3	0.3
20/04/2014	8.1	-1	4.2	-1
21/04/2014	8	1	6.3	0.4
22/04/2014	8	2	6.5	0.9
23/04/2014	2.2	1	2.9	1.1
24/04/2014	1	-1	1.5	-0.7
25/04/2014	5	-1	3.8	-0.5
26/04/2014	7	2	6.8	-0.5
27/04/2014	5	1	4.1	-1
28/04/2014	6	2	5.6	0.2
29/04/2014	6	1	5.8	-1.3
30/04/2014	9.4	-0.6	6.8	-1.7
01/05/2014	11.2	3.8	12.3	0.9
02/05/2014	8.5	3	7	2.1
03/05/2014	5.1	2	5.8	0.2
04/05/2014	5	1.4	4.6	0.3
05/05/2014	7.4	2	6.9	2.1
06/05/2014	9	1.9	9.7	0.4
07/05/2014	10	2	9.8	-0.7
08/05/2014	9	5	9	1.1
09/05/2014	13	3	12.4	0.4
10/05/2014	9.3	6	12.1	5.6
11/05/2014	5.2	1.4	5.9	1.5
12/05/2014	7	1	8.3	0.2
13/05/2014	12	3	9	-0.4
14/05/2014	16	5	16.8	2.7
15/05/2014	15	6	13.1	5.4
16/05/2014	20	5	12.9	4.9
17/05/2014	24.5	8	24.1	6.2
18/05/2014	11	6	15.3	5.8
19/05/2014	7.5	5	8.2	5.5
20/05/2014	9	6	8.8	5.2
21/05/2014	11	7.3	12	6.3
22/05/2014	10	6	8.1	5.2
23/05/2014	8	5	8.6	4.6
24/05/2014	9	5	8.2	4.3
25/05/2014	12	5	11	5.1
26/05/2014	7	4	10	3
27/05/2014	7	3	7.6	0.5
28/05/2014	16	3	12.6	0
29/05/2014	17.5	8	17	6.7
30/05/2014	13	9	15.7	7.6
31/05/2014	11.2	7.2	12.3	5.9
01/06/2014	19	6	14.2	6.3
02/06/2014	17	12	15.7	10.9
03/06/2014	15.3	10	12.9	8.3
04/06/2014	12.2	7.6	13.8	6.9
05/06/2014	10	8	10.6	7.9
06/06/2014	12	8	10.6	7.7
07/06/2014	19	9	17.7	8.2
08/06/2014	21	10	19.6	7.4
09/06/2014	22	12	17.9	9.7
10/06/2014	19	11	16.2	8.1
11/06/2014	22	10	21	8
12/06/2014	18.5	13.1	17.9	10.4
13/06/2014	17	11	15.8	11.8
14/06/2014	17.3	11.2	16.6	9.8
15/06/2014	14	9	13.2	6.1
16/06/2014	20	7	16.5	5
17/06/2014	24	13	21.6	11.6
18/06/2014	20	14	18.9	11.2
19/06/2014	15	12	14.5	8.8
20/06/2014	14	9	12.2	8.7
21/06/2014	16	10	16.3	9.6
22/06/2014	19	10	18.9	8.4
23/06/2014	24	13	19	9.8
24/06/2014	25	18	23.5	14.2
25/06/2014	20	14	20.4	9.9
26/06/2014	24	12	22	9.5
27/06/2014	23.6	13	19.4	10.9
28/06/2014	25	16.5	22.3	13.2
29/06/2014	25	17.5	22.2	15.3
30/06/2014	26	19	24.1	17.5
01/07/2014	29	18	28.2	17.3
02/07/2014	27	20	24.9	17.3
03/07/2014	23	18	22.2	14.9
04/07/2014	21	15	20.5	14.6
05/07/2014	15	11	14.9	10.9
06/07/2014	21	10	18.7	10.9
07/07/2014	20	16.1	19.3	13.9
08/07/2014	24	15	23	13.3
09/07/2014	27	13	27	13.3
10/07/2014	20	16	20.2	12.9
11/07/2014	22.5	15	20.2	12.7
12/07/2014	23	15	20.1	14.2
13/07/2014	26	15	25.4	15.5
14/07/2014	23	16	23.8	13.5
15/07/2014	24.5	14	NA	12.8
16/07/2014	20	13	19.5	12.7
17/07/2014	21	12	20.4	13
18/07/2014	21	15	18.9	14.9
19/07/2014	22	16.7	19.4	13.9
20/07/2014	26	18	24.2	16.2
21/07/2014	25.5	19	23.6	17.2
22/07/2014	26.5	19.6	25.1	16.6
23/07/2014	29	17	28.2	13.7
24/07/2014	17.5	14	17.5	11.1
25/07/2014	22	12	19.9	11.2
26/07/2014	21	15	20.3	13
27/07/2014	20	14	18.4	12.4
28/07/2014	22	13	18.6	13.1
29/07/2014	24	13	24.6	13
30/07/2014	19.5	16	18.9	12.6
31/07/2014	18.9	12.5	17.6	12.1
01/08/2014	19.5	14	19.4	14.1
02/08/2014	23.5	14	20.1	13.8
03/08/2014	21	16	19.1	13.2
04/08/2014	21	15	20.3	14.5
05/08/2014	21	15	20.4	14.7
06/08/2014	19	15	18.7	12.1
07/08/2014	20	15	19.6	10.9
08/08/2014	21	15	20.9	13.4
09/08/2014	20	15	20.6	13.9
10/08/2014	21	14	21.3	13
11/08/2014	25	14.5	22.4	12.8
12/08/2014	24.5	16	23	15.2
13/08/2014	23	18	23	15.6
14/08/2014	24	18	23.1	14.3
15/08/2014	19	11.3	19.8	8.9
16/08/2014	17	11	15.4	10.6
17/08/2014	18	12	18.3	9.7
18/08/2014	17	14	18.5	12.9
19/08/2014	19	14	17.9	13.9
20/08/2014	23	15	23	13.5
21/08/2014	20	14	20.5	11.7
22/08/2014	21	13.5	20.3	12.4
23/08/2014	22	14	20.4	12.1
24/08/2014	23.6	17.7	22.5	16.6
25/08/2014	24	19	22.1	16.8
26/08/2014	26	20	24.9	18.8
27/08/2014	22	17	22	15.1
28/08/2014	14	11.4	15.5	6.9
29/08/2014	18	9	17	6.1
30/08/2014	24	14.5	23.7	9.9
31/08/2014	17	16	18.4	12.9
01/09/2014	19	12	17.7	12.6
02/09/2014	25	15	25.2	14.5
03/09/2014	22	17	20.5	14.5
04/09/2014	21	16	20.9	13.9
05/09/2014	26	14.5	25.3	12.3
06/09/2014	20.2	12.3	25.2	13
07/09/2014	16	10.2	15.5	10
08/09/2014	19	8.9	14.2	6.9
09/09/2014	21	9	18.7	7.4
10/09/2014	20	15	18.9	11.8
11/09/2014	18	13	19.4	10.8
12/09/2014	13	10	13	5.5
13/09/2014	12	5	11.8	2.7
14/09/2014	11.2	7.7	12.1	8
15/09/2014	13	8	12.7	6.8
16/09/2014	14	9	14.2	7.1
17/09/2014	11	8	11.8	4.8
18/09/2014	9	3	9.4	3.7
19/09/2014	11	4	9.8	4.6
20/09/2014	18	7	15.8	6.6
21/09/2014	22.9	13	23.5	11.8
22/09/2014	19	10	20	7.9
23/09/2014	11	6	10.2	5.7
24/09/2014	16	3	14.1	0.8
25/09/2014	19	11.5	16.2	9.6
26/09/2014	21	10	19.9	8.9
27/09/2014	21.2	11	17.4	9.7
28/09/2014	21	12.3	20	7.8
29/09/2014	7	5	8	4.6
30/09/2014	7	3.9	8.2	3.5
01/10/2014	8.5	5	8.9	1.9
02/10/2014	8	3.5	7.4	1.1
03/10/2014	8	3	9.6	0.4
04/10/2014	18	4	11.7	0.9
05/10/2014	18	6	18.7	6.9
06/10/2014	13.4	8	10.1	4.3
07/10/2014	17	8	17.2	6.3
08/10/2014	19	11	17.5	7.8
09/10/2014	10.4	5.5	12.5	3.6
10/10/2014	11	5	9.6	6.2
11/10/2014	9.7	7	9	5.7
12/10/2014	10	4	8.4	5.1
13/10/2014	13.3	6.5	10.4	5.2
14/10/2014	21	7	21.5	5.5
15/10/2014	14	10.5	21.5	7.7
16/10/2014	11	7	10.3	7
17/10/2014	20.7	7	21.1	6.8
18/10/2014	18.5	9.2	19.3	7
19/10/2014	7	3	7	3
20/10/2014	5	3	NA	NA
21/10/2014	5.6	1.9	5.7	0.1
22/10/2014	6.2	0.5	6.9	-1.7
23/10/2014	6	0	NA	-2.2
24/10/2014	7	1	6.9	-1.1
25/10/2014	6	4	5.9	2.5
26/10/2014	5	3	5.7	2.5
27/10/2014	6	3.3	5.9	4.1
28/10/2014	7.8	2.5	7.4	-0.1
29/10/2014	11.9	1.8	10.7	3.3
30/10/2014	6.9	4.5	9.4	4.2
31/10/2014	4.8	1	5.4	-1.1
01/11/2014	4.1	0	4.9	-2.7
02/11/2014	1.7	-1	2.8	-0.4
03/11/2014	3.3	-0.5	3.1	-0.1
04/11/2014	5	0	4.1	-1.6
05/11/2014	8.3	0	7.8	0.5
06/11/2014	6	4	5.9	1.1
07/11/2014	1.8	-0.5	2.7	-1.1
08/11/2014	1.9	-2.7	2.2	-2.1
09/11/2014	4	-1	2.9	-2.7
10/11/2014	3	-3	3.5	-3.2
11/11/2014	-1	-6	-1.7	-6.7
12/11/2014	5	-3.6	5	-2.2
13/11/2014	2	0	3.2	-0.7
14/11/2014	1	-4	1.3	-3.4
15/11/2014	-2.3	-6	-1.5	-5.2
16/11/2014	0.5	-7	0.4	-7.8
17/11/2014	2	-1	2.4	-1
18/11/2014	2	-2.2	2.7	-4.1
19/11/2014	-2.1	-4.8	-1.2	-6
20/11/2014	-2	-8	-2.1	-9.7
21/11/2014	-3.5	-4.8	-2.4	-5.6
22/11/2014	2	-8	1.3	-7.8
23/11/2014	4	-2	2.4	-2.7
24/11/2014	15	-2	13	-1.1
25/11/2014	10	6	14	3.3
26/11/2014	-1	-2	3.8	-2.5
27/11/2014	-3	-5	-2.2	-6.4
28/11/2014	-6	-7	-5.1	-6.8
29/11/2014	-3.8	-10	-5.8	-11.9
30/11/2014	7	-10	7.6	-9.4
01/12/2014	-2	-8	6.7	-9.5
02/12/2014	-6	-15	-9.3	-16.8
03/12/2014	0	-16	0.3	-15.3
04/12/2014	-4	-12	-0.6	-12.8
05/12/2014	-4.3	-15	-8.5	-15.2
06/12/2014	-2	-11	-1.3	-9.2
07/12/2014	-13.2	-15	-1.9	-14.9
08/12/2014	-4	-16	-9.3	-15.5
09/12/2014	-1	-12.2	-0.4	-10.4
10/12/2014	1	-3	-0.9	-2.2
11/12/2014	2.7	-3	2.2	-0.9
12/12/2014	1.7	0.4	1.8	0.3
13/12/2014	2	0.6	1.7	0.7
14/12/2014	1.5	1	1.5	0.1
15/12/2014	-2	-6.1	0.3	-8.2
16/12/2014	-2	-7	-2.3	-9.6
17/12/2014	-1	-3	-0.9	-3.5
18/12/2014	-1.2	-2.5	-0.9	-2.3
19/12/2014	-0.7	-5.5	-1.3	-8.9
20/12/2014	-4	-5.2	-4	-6.2
21/12/2014	-5	-8.6	-5.5	-8.3
22/12/2014	-3	-8	-4.7	-8.8
23/12/2014	-0.8	-5	-1.7	-8
24/12/2014	0.5	-5.1	0.8	-3.7
25/12/2014	8.3	-0.5	6	-0.3
26/12/2014	1.5	0.9	2.1	0.6
27/12/2014	-1	-3	0.7	-4.8
28/12/2014	-2.5	-5	-2	-4.8
29/12/2014	-6.7	-14	-2.4	-16.2
30/12/2014	-17	-18	-15.4	-18.3
31/12/2014	-10.1	-20	NA	-18.8
