date	Tx_Ref	Tn_Ref	Tx_Can	Tn_Can 
22/10/2009	4	0	4.6	0.1
23/10/2009	2	-1.5	2.6	-3
24/10/2009	5.5	-2	6.7	-3.5
25/10/2009	10.5	1.5	8.2	4.4
26/10/2009	5	2	5.2	0.4
27/10/2009	1.5	-3	0.7	-3.5
28/10/2009	4	-2.5	3.9	-4.5
29/10/2009	4.5	-3.3	4.6	-4.9
30/10/2009	9	0	9.8	-2.3
31/10/2009	16.5	6	15.9	6.2
01/11/2009	8	4	9.8	3.8
02/11/2009	5.5	-2	5.8	-1.9
03/11/2009	8	-1	6.6	-1.4
04/11/2009	3.5	0.5	3.9	-0.6
05/11/2009	0	-4	0.7	-6.2
06/11/2009	2	-5.9	3.3	-5.1
07/11/2009	5	-4.5	0.9	-2.8
08/11/2009	10	-2	9.5	0.8
09/11/2009	11	5	8.7	4.5
10/11/2009	6.9	3	7.2	4
11/11/2009	5.5	2	5.2	2.3
12/11/2009	8	2.5	7	0.6
13/11/2009	8.5	-0.5	6.7	-1.3
14/11/2009	8.5	0.5	13.4	-2.3
15/11/2009	9	3.3	7.3	3.8
16/11/2009	5	3	8.4	2.4
17/11/2009	4.5	0	3	-1.3
18/11/2009	9	-1.5	8	-0.8
19/11/2009	7.5	3	6.1	0.9
20/11/2009	5.5	-1.5	5.7	-0.1
21/11/2009	5.5	0	5.2	1.5
22/11/2009	2.5	-1	3.1	-3.4
23/11/2009	5	-2.3	4.2	-3.8
24/11/2009	4	-2	3.4	-1.1
25/11/2009	2.5	-1.5	2.4	-0.5
26/11/2009	4.5	0	3.9	0.9
27/11/2009	3.5	1	3.2	1.5
28/11/2009	2.5	1	3.3	1.7
29/11/2009	2	0	2.3	0.5
30/11/2009	-0.5	-3	0.7	-3
01/12/2009	-0.5	-4.5	-1.4	-5
02/12/2009	0	-5	0.5	-3.9
03/12/2009	-0.5	-4.5	-0.2	-3.1
04/12/2009	2.5	-2	2.4	-1.1
05/12/2009	0.5	-2	1.9	-4.7
06/12/2009	-1	-3.5	-0.6	-4.5
07/12/2009	-3	-5.5	-1.3	-4.5
08/12/2009	-4	-6.5	-3	-5.5
09/12/2009	-1	-9.5	-2.3	-7.9
10/12/2009	0	-5.5	0.2	-2.6
11/12/2009	-8	-10	-1.9	-8.3
12/12/2009	-10	-11	-6.8	-9.6
13/12/2009	-1	-14.5	-2.7	-14.1
14/12/2009	-2	-7	-0.5	-7.4
15/12/2009	-3	-8	-2.3	-7
16/12/2009	-4	-13	-3.1	-11
17/12/2009	-10	-14.5	-8.5	-10.9
18/12/2009	-7	-12	-6.7	-9.1
19/12/2009	-5	-10	-4.8	-10.3
20/12/2009	-2	-9	-3.1	-8.9
21/12/2009	-2	-4	-1.5	-3.2
22/12/2009	0	-4	1.1	-2.1
23/12/2009	0	-4	0.7	-0.8
24/12/2009	-0.6	-2	-0.4	-2.5
25/12/2009	-1.7	-4.5	-1.9	-6.2
26/12/2009	-3	-6.9	-3.5	-10
27/12/2009	3.5	-8	3.3	-10.3
28/12/2009	2	-1.5	1.5	-4.8
29/12/2009	-2.5	-9.9	-1.3	-11.9
30/12/2009	-12.5	-14.9	-10.2	-13.4
31/12/2009	-7	-13.3	-7.3	-13.1
01/01/2010	-3.2	-10	-4.3	-11
02/01/2010	0	-7.1	0.6	-10.2
03/01/2010	1.5	-4	1.9	-0.1
04/01/2010	1.5	-1	1.4	0
05/01/2010	1.5	-1	1.7	-0.1
06/01/2010	1.5	-1.5	1.7	0
07/01/2010	0	-3	0.8	-1.7
08/01/2010	-2	-4	0.1	-6.4
09/01/2010	-7	-8.2	-5.8	-10.2
10/01/2010	-10.5	-13	-9.1	-14.8
11/01/2010	-8.5	-12	-6.2	-15.6
12/01/2010	-8.9	-12	-8.1	-11.4
13/01/2010	-11.5	-12.9	-8.7	-14.4
14/01/2010	-2	-13	-3.3	-15.7
15/01/2010	0	-9.5	-0.7	-4.5
16/01/2010	-3.5	-10.5	-3.5	-13
17/01/2010	-9	-16.2	-11	-17.7
18/01/2010	-5	-13.9	-5.3	-15.9
19/01/2010	-3.5	-8	-4.1	-7.7
20/01/2010	-0.8	-7	-3.1	-8.6
21/01/2010	-5	-7	-3.4	-6.2
22/01/2010	-7.5	-12	-4.9	-15.9
23/01/2010	-9	-14	-8.7	-16.1
24/01/2010	-5	-13	-6.8	-15.8
25/01/2010	9.5	-12	9	-15.8
26/01/2010	2.1	0	8.1	-0.5
27/01/2010	-2	-5	1	-4.7
28/01/2010	-1	-10	-2.5	-10.1
29/01/2010	-2.5	-6	-1.5	-6.6
30/01/2010	-9.5	-12	-6.3	-13.6
31/01/2010	-14.5	-17	-12.7	-16
01/02/2010	-15	-17	-14.2	-19.4
02/02/2010	-15	-25	-18.3	-23.8
03/02/2010	-10	-20.4	-10.3	-19.9
04/02/2010	-13.5	-16.3	-11	-16.2
05/02/2010	-11	-16.2	-11	-15.5
06/02/2010	-3.9	-13	-4.5	-11.2
07/02/2010	-1.3	-7	-0.8	-4.6
08/02/2010	0.1	-3	-1	-2
09/02/2010	0.3	-6	-1.6	-10.7
10/02/2010	-1	-9.5	-2	-12.6
11/02/2010	0	-6.8	0.2	-6.4
12/02/2010	1	-3.2	0.1	-2.7
13/02/2010	0	-6	-0.4	-4.4
14/02/2010	0	-2	-0.4	-1.7
15/02/2010	0	-3.2	-1.3	-2.6
16/02/2010	0	-3.1	-0.3	-1.9
17/02/2010	1	-2.7	0.7	-2.2
18/02/2010	2	-1	1.8	0
19/02/2010	0.5	-2	2	-1.5
20/02/2010	1	-2.8	0.7	-2
21/02/2010	1.5	-1	0.8	-0.9
22/02/2010	2	-0.8	0.3	-1.4
23/02/2010	7.5	-3	5.1	-1.4
24/02/2010	3.9	-5.8	3.2	-4.9
25/02/2010	3.3	-7	1.1	-7.6
26/02/2010	1	-4	1.9	-0.3
27/02/2010	2.5	-2	2.8	0.7
28/02/2010	2.8	-0.7	1.7	-0.1
01/03/2010	1	-3	1.8	-0.9
02/03/2010	1	-4	0.6	-5.8
03/03/2010	2	-6	0.7	-10
04/03/2010	-1.5	-7	-0.1	-9.7
05/03/2010	1.4	-8	1.1	-5.2
06/03/2010	2.9	-5	3.8	-5.9
07/03/2010	5	-6.5	5.9	-6.3
08/03/2010	0	-3	2.8	-2.8
09/03/2010	0	-5.8	1.6	-4
10/03/2010	-1.8	-3.9	0.2	-9.5
11/03/2010	-2	-8.9	-1.2	-11.3
12/03/2010	1.5	-5.7	0.8	-9.5
13/03/2010	6	-5.9	2.4	-7.1
14/03/2010	8	-5	3.7	-4.6
15/03/2010	6.5	-4	2.6	-4.4
16/03/2010	4	-5	4.5	-2.6
17/03/2010	6.5	0.2	6.5	-1.9
18/03/2010	3.5	0	4.5	0.2
19/03/2010	3.5	-3.5	0.7	-1.6
20/03/2010	2	-2	2.6	-3.4
21/03/2010	0.6	-8.5	-3.2	-9
22/03/2010	1.5	-9	2.1	-8.5
23/03/2010	-1	-3	-0.1	-3.3
24/03/2010	-1.5	-3	-0.4	-1.9
25/03/2010	5	-2.8	6.6	-6.2
26/03/2010	-9	-13.1	-5.9	-11.6
27/03/2010	-4.3	-15	-8.3	-15.1
28/03/2010	1.5	-13	1.1	-15.4
29/03/2010	3.6	-2	2.1	-0.5
30/03/2010	4.5	-3	1.6	-2.5
31/03/2010	2	-3	0.7	-0.2
01/04/2010	2	-1	1	-0.1
02/04/2010	5	-0.9	0.4	-1
03/04/2010	10.5	-2	8.6	-1.3
04/04/2010	13	1	11.9	1.2
05/04/2010	14	3.5	11.3	2.1
06/04/2010	10.5	1.5	8.2	2
07/04/2010	9	3	8.2	3
08/04/2010	6	0.2	5.4	-1.2
09/04/2010	6	0	8.6	1.2
10/04/2010	5	-1	4.6	0.6
11/04/2010	4.5	0	3.7	1.5
12/04/2010	5	-0.5	4.5	-3.2
13/04/2010	5	-2	4.5	-4.1
14/04/2010	6	-2	5.8	-1.7
15/04/2010	5.5	-2.5	5.2	-3.3
16/04/2010	6	-3.1	5	-4.6
17/04/2010	6.5	-1.5	4.7	-3.9
18/04/2010	5.5	1	5.4	0.6
19/04/2010	6	0.8	5.5	1.8
20/04/2010	10	2.9	8.1	2.8
21/04/2010	8	3	7.9	0.7
22/04/2010	8.5	0	8.3	-0.2
23/04/2010	8	3.4	7.5	3.3
24/04/2010	9.5	2.8	8.4	2
25/04/2010	13	0.8	10.5	-0.1
26/04/2010	5.5	1.1	5.1	-3.7
27/04/2010	7	-3	7.2	-4.1
28/04/2010	8	2.2	7.4	1.4
29/04/2010	7.5	2.5	6.4	0.9
30/04/2010	11.5	3.2	9.5	3.6
01/05/2010	15	3	11	4.6
02/05/2010	16	6	16	5.8
03/05/2010	10	3	6.2	4.2
04/05/2010	12.5	3	12	4.7
05/05/2010	12.5	3	12.6	3.3
06/05/2010	9	3	9.9	4.3
07/05/2010	8.6	2.5	8	4.7
08/05/2010	9	2	7.6	4
09/05/2010	6.5	1	6.5	2.6
10/05/2010	7	0	6.4	2.6
11/05/2010	8.5	2	7.8	2.4
12/05/2010	7	1.5	7.6	1.2
13/05/2010	9	1.5	8.7	4.3
14/05/2010	10	1	9.3	1.1
15/05/2010	9	2	8.8	3.2
16/05/2010	9.5	3.5	8.6	5.4
17/05/2010	15.4	4.5	12.1	5.6
18/05/2010	18	6	16.4	5.4
19/05/2010	21	5	18.5	5.3
20/05/2010	16.5	9	15.7	7.1
21/05/2010	14.5	4	12.8	5.2
22/05/2010	23.5	7.5	16.9	10.3
23/05/2010	26	9.5	20.2	9.6
24/05/2010	18	8	17.8	7.7
25/05/2010	10	5.5	10.2	6.8
26/05/2010	15	5	12.8	7.2
27/05/2010	17	5.5	15.5	7.4
28/05/2010	16	7.5	15.1	8.7
29/05/2010	16.5	7.5	15.3	8.4
30/05/2010	12	5.5	12.2	5.8
31/05/2010	14.5	6.5	13.2	7.9
01/06/2010	13.5	8.5	13	9.1
02/06/2010	16	7	13.6	8.7
03/06/2010	17	6	14.8	7.7
04/06/2010	16.5	6.5	13.9	7.3
05/06/2010	13	7.5	12.5	7.3
06/06/2010	11	6.5	10.6	6
07/06/2010	11	5.5	8.8	5.8
08/06/2010	12	4.5	10.3	5.7
09/06/2010	15.5	4.5	15.3	4.7
10/06/2010	19.5	8	17.8	6.2
11/06/2010	19.5	10.5	18	9.6
12/06/2010	18	9	17.7	9.1
13/06/2010	21.2	10.3	18.7	9.1
14/06/2010	20	11.1	17.8	10.2
15/06/2010	18	8.5	15.3	7
16/06/2010	21	7	17.7	6.2
17/06/2010	20.5	12	18.6	12.4
18/06/2010	23	13.6	22.4	13.2
19/06/2010	23.4	14	21.3	13
20/06/2010	20	13.5	17.6	11.9
21/06/2010	23	11.5	20.3	10.4
22/06/2010	23.5	11.5	18.4	11.1
23/06/2010	23.5	12.5	22.7	12.8
24/06/2010	21	15	21.8	13.9
25/06/2010	18.5	11	17.2	10.9
26/06/2010	17.3	10.2	15.7	5.7
27/06/2010	17.5	7	15.7	4.4
28/06/2010	16	6.5	13.6	5.7
29/06/2010	12.5	9.5	12.1	8.1
30/06/2010	17.5	8.5	16.5	8.3
01/07/2010	15	9	13.3	8.4
02/07/2010	20	9	17.7	7.8
03/07/2010	18.5	13	18.1	12.9
04/07/2010	21	14	19.9	12.6
05/07/2010	20	13	19.9	10
06/07/2010	19.5	10	18.8	9.6
07/07/2010	22	13.5	20.2	11
08/07/2010	18.5	11	15.8	10.1
09/07/2010	26.5	11.5	23.5	11
10/07/2010	25	15	20.3	13.7
11/07/2010	25	14.8	23.3	14.3
12/07/2010	23.5	14.5	20.4	14.5
13/07/2010	24	14.5	22.8	14.2
14/07/2010	21	16	19.1	15.6
15/07/2010	26	14	22.5	13.6
16/07/2010	24.5	17.5	24	16.7
17/07/2010	24.5	14.3	21.6	14.9
18/07/2010	23	16	20.5	16
19/07/2010	23	12.3	21.7	13.1
20/07/2010	23	14	21	14.6
21/07/2010	24.5	13.5	22.3	12.7
22/07/2010	20	15.5	19	13.9
23/07/2010	21	13.5	22.5	11.9
24/07/2010	23.5	13	22.2	12.3
25/07/2010	21.5	16.5	21.4	15.7
26/07/2010	20	14	19	15.2
27/07/2010	23	13.5	19.5	15.6
28/07/2010	27.5	15	27	16.5
29/07/2010	19	15	21.4	14
30/07/2010	16	11.5	16.5	12
31/07/2010	20	10.4	17.2	10.1
01/08/2010	24	10.5	20.9	9.9
02/08/2010	26.5	11.5	22	11.9
03/08/2010	23.5	13.5	20.2	13.9
04/08/2010	22	14.5	19.3	14
05/08/2010	24.5	13.5	21.6	15
06/08/2010	20	14.5	20.6	12.4
07/08/2010	18	9	15.4	11.2
08/08/2010	22	11.7	20.5	12.4
09/08/2010	22.5	14	20.4	13.8
10/08/2010	20.5	14.5	19.6	12.8
11/08/2010	20	11	19.5	10.2
12/08/2010	19	10.5	16.9	8.2
13/08/2010	20	13.5	NA	11
14/08/2010	25	11.5	NA	NA
15/08/2010	27	14	23.5	14.2
16/08/2010	25	18	24	16.1
17/08/2010	25	16.9	25	15
18/08/2010	21.5	13.5	19.7	13
19/08/2010	23	14	20.6	12.5
20/08/2010	18.5	11	21.6	10.6
21/08/2010	17	11.5	16.5	9.1
22/08/2010	20	8	16	8.6
23/08/2010	19.5	11	18	11.5
24/08/2010	20	9.5	17.3	10.3
25/08/2010	25	13	21.3	12
26/08/2010	16.5	13	15.8	13.2
27/08/2010	18	12	16.9	13.1
28/08/2010	22.6	13	17.3	13.2
29/08/2010	23	13.6	21.2	13.4
30/08/2010	22	15.5	21.9	12.9
31/08/2010	24	12	21.9	12.6
01/09/2010	24	15.5	22.2	14.9
02/09/2010	25.5	17	21.9	13.9
03/09/2010	18.5	12.5	17.4	12.7
04/09/2010	20	13	17.5	13.5
05/09/2010	18	12.5	19.2	13.4
06/09/2010	17	11.5	15.8	10.9
07/09/2010	15.5	9.5	14.2	6.5
08/09/2010	12	6.5	11.5	5.3
09/09/2010	10	6.5	10.1	6.2
10/09/2010	12.5	6.5	10.6	6.6
11/09/2010	14.5	5	14.4	4.2
12/09/2010	15	2.5	12.9	3.4
13/09/2010	16.5	7.5	15.7	8
14/09/2010	15	9	13.3	9.6
15/09/2010	12	9.5	11.2	8.5
16/09/2010	11.5	9.5	10.8	7.9
17/09/2010	13.5	8	11.5	6
18/09/2010	17	7	16.9	6.3
19/09/2010	14.5	9.5	13.1	6.1
20/09/2010	14	6	12.5	4.5
21/09/2010	13.5	6.5	11.7	5.2
22/09/2010	18	8.5	16.3	7.9
23/09/2010	12.5	9	11.6	4.5
24/09/2010	9.5	5.5	10.2	2.5
25/09/2010	9.5	5.5	8.6	2.8
26/09/2010	11.5	3	10.8	1.1
27/09/2010	15.5	2.5	14.9	3.2
28/09/2010	13.5	10.5	13.9	10
29/09/2010	15.5	10	13.2	9.7
30/09/2010	24	11	14	10.2
01/10/2010	15	11	23.9	10.3
02/10/2010	14	10	12.4	8.5
03/10/2010	9.8	7	9.5	2.9
04/10/2010	11	2	9.8	0.9
05/10/2010	13.5	7.5	11.2	3.3
06/10/2010	12	3	11	1.7
07/10/2010	9.5	6.5	8.7	6.6
08/10/2010	8.5	5.5	8	6
09/10/2010	8	5	8	5.9
10/10/2010	7.5	5.5	7.2	5.8
11/10/2010	10	5	8.8	5.6
12/10/2010	10.5	5	8.8	4.6
13/10/2010	8.5	5	9.2	1.2
14/10/2010	10	3	9.6	0.8
15/10/2010	11.5	3	11.5	2.3
16/10/2010	7.5	5	7.2	4.6
17/10/2010	8	4.5	7.3	4.6
18/10/2010	6.5	4.5	6.3	4.9
19/10/2010	6	2.5	5.7	1.9
20/10/2010	10	3	8.7	-0.1
21/10/2010	11.5	1.5	11.3	6.1
22/10/2010	5.5	4.5	6.3	4.2
23/10/2010	6	3.5	5.8	2.9
24/10/2010	6.5	2.5	6.2	-0.3
25/10/2010	5.5	1.5	5.9	-0.7
26/10/2010	7	3	7.3	3.5
27/10/2010	10	5	14.2	4.8
28/10/2010	17.5	3	16.9	3.3
29/10/2010	8.8	6	9.1	4.7
30/10/2010	2.5	0.5	4.7	1.6
31/10/2010	3	0.5	3.4	0.6
01/11/2010	3.5	0.5	3.9	0.7
02/11/2010	3.5	-0.5	2.8	-0.1
03/11/2010	5	1	3.8	-1.5
04/11/2010	7.5	1	7.8	-1
05/11/2010	19	2.5	19.7	3
06/11/2010	6	3.5	7.5	1.9
07/11/2010	3.5	1	3.3	0.6
08/11/2010	5	1	4.4	1.4
09/11/2010	4.5	1.5	4.8	-1.6
10/11/2010	3.5	-0.5	3.7	-2.9
11/11/2010	4.5	-2.5	4	-3.6
12/11/2010	7.8	0	5.1	-0.3
13/11/2010	8.1	1.5	6.9	-1.8
14/11/2010	4	-2	4	-3.5
15/11/2010	6.5	-1.9	6.9	-1.4
16/11/2010	9.5	2.5	7.8	0.1
17/11/2010	10	-0.1	7.9	-0.9
18/11/2010	4	3	6.8	2
19/11/2010	-1	-3.5	2.1	-3.7
20/11/2010	-3.5	-6.8	-2.8	-5.7
21/11/2010	-2.5	-6	-1.7	-4.6
22/11/2010	-2	-6	-1.7	-7
23/11/2010	1	-6.5	1.6	-8.1
24/11/2010	0.5	0	1.3	0.1
25/11/2010	0.5	-1.5	0.6	-0.6
26/11/2010	0.5	-2.5	0.6	-3.3
27/11/2010	-0.5	-4.5	-0.6	-6
28/11/2010	0.5	-4	1.1	-3.4
29/11/2010	1.5	-1	1.5	-0.5
30/11/2010	3	-4.5	2.1	-3.6
01/12/2010	6.9	-3	7.6	-3.5
02/12/2010	9.5	0.6	9.8	2.6
03/12/2010	6.5	2.5	NA	1.3
04/12/2010	9	0	NA	NA
05/12/2010	5.5	0.5	NA	NA
06/12/2010	8	-1.5	9.1	-0.3
07/12/2010	2	-2	4.2	-1.5
08/12/2010	-2	-4.5	-0.8	-4.9
09/12/2010	-3.4	-5.5	-1.2	-5.4
10/12/2010	-6	-9.5	-5.1	-12.2
11/12/2010	-1.5	-10.8	-1	-11.2
12/12/2010	9.5	-6	3.3	-5.4
13/12/2010	16	-5	16.7	3.1
14/12/2010	8.5	1	15.5	0.2
15/12/2010	8	-1.5	8.6	-2.3
16/12/2010	0	-5.5	0.5	-4.7
17/12/2010	-5	-9	-2	-10.4
18/12/2010	-4	-11.3	-2.7	-11.2
19/12/2010	-3.5	-6.5	-2.7	-4.1
20/12/2010	1	-5.5	1.7	-3.8
21/12/2010	2	-3.5	2.3	0.3
22/12/2010	0.5	-1.5	0.8	-1.2
23/12/2010	0	-2.5	0.2	-2.4
24/12/2010	-1.5	-4.5	-1.1	-5.7
25/12/2010	-3	-8.5	-5.2	-7.1
26/12/2010	-3	-7	-2.8	-5.9
27/12/2010	-3	-5.5	-2.6	-5.7
28/12/2010	-2.5	-7	-2.2	-6.1
29/12/2010	-2	-5.5	-1.6	-10.3
30/12/2010	-0.5	-6.5	0.1	-10.4
31/12/2010	1	-2.5	0.7	-5
01/01/2011	2.5	-1	1.9	-3.7
02/01/2011	2.5	-2.5	1.6	-3.6
03/01/2011	-2.9	-5	0.1	-4.7
04/01/2011	-6	-7	-4.3	-7
05/01/2011	-8	-9.5	-6.5	-10.2
06/01/2011	-7	-10	-7.3	-14
07/01/2011	-2.5	-12.5	-5.5	-16
08/01/2011	-1	-8.5	-0.8	-6.7
09/01/2011	1	-4	1.1	-3.6
10/01/2011	0	-3.5	1.4	-1.2
11/01/2011	-2	-4.5	-0.5	-4.4
12/01/2011	-1.5	-6	-0.4	-5.1
13/01/2011	0	-4.5	0.4	-3.1
14/01/2011	-3.5	-6.5	-1.9	-6.7
15/01/2011	-6.9	-10.5	-4.4	-10.2
16/01/2011	-8	-10.5	-7.1	-10.5
17/01/2011	-12	-14.5	-9.1	-13.1
18/01/2011	-4.5	-14.5	-3.9	-17.6
19/01/2011	-6	-7	-3	-9.3
20/01/2011	-9.5	-11.5	-8.5	-15
21/01/2011	-6	-18	-4.9	-18.1
22/01/2011	-12	-15	-5.2	-15.5
23/01/2011	-16.5	-19	-15	-18.8
24/01/2011	-13.4	-20	-11.9	-19.2
25/01/2011	-13	-17.5	-12.6	-18.5
26/01/2011	-5.5	-16	-7	-18.3
27/01/2011	-3.9	-13.4	-3.7	-15.7
28/01/2011	-5.5	-8	-4.3	-12.9
29/01/2011	-7.5	-11.5	-6.9	-12.8
30/01/2011	-10.5	-14.5	-10.4	-14.6
31/01/2011	-15.5	-19	-12.4	-18.2
01/02/2011	-12.5	-17.5	-10.9	-16.7
02/02/2011	-14	-18.3	-13.3	-18.7
03/02/2011	-6.5	-16.5	-6.2	-19.2
04/02/2011	-3.9	-8.5	-3.6	-7.7
05/02/2011	-2	-6.5	-1.5	-6.1
06/02/2011	-2	-4	-1.9	-8.9
07/02/2011	-6	-10.5	-5.5	-11.2
08/02/2011	-4	-10	-4.3	-10.5
09/02/2011	-12.5	-15	-10.5	-13.5
10/02/2011	-15	-17.5	-11.7	-17.7
11/02/2011	-11.5	-17.5	-11.3	-19.7
12/02/2011	-4.5	-17	-3.7	-19.6
13/02/2011	-12.7	-18.5	-12.6	-17.5
14/02/2011	-7	-17.5	-6.9	-18.1
15/02/2011	-9.5	-13.1	-8	-13.6
16/02/2011	-2	-17	-3.2	-20
17/02/2011	0	-11.5	-0.6	-7.3
18/02/2011	-1	-5.5	1.5	-7.3
19/02/2011	-1	-3.3	-1.1	-3.3
20/02/2011	-3.5	-6.5	-1.5	-9.1
21/02/2011	-9.5	-13	-5.9	-12.4
22/02/2011	-6	-10.5	-5.4	-9.5
23/02/2011	-8	-13	-9	-15.4
24/02/2011	-1.8	-12.5	-1.2	-17
25/02/2011	-3.6	-7.5	-1.4	-9.7
26/02/2011	-13	-16	-9.6	-15.4
27/02/2011	-8.9	-18.5	-13.3	-18.6
28/02/2011	-5	-17.2	-3.8	-17.4
01/03/2011	-5.5	-10	-4.1	-11
02/03/2011	0	-10	-0.1	-11.6
03/03/2011	-13	-17	-11.6	-16.3
04/03/2011	-4.2	-17.1	-5.5	-20.9
05/03/2011	0	-12.9	-0.6	-6.1
06/03/2011	-2	-4.5	-1.3	-6.2
07/03/2011	-8.5	-9	-6.1	-9.8
08/03/2011	-10	-12	-9.5	-17.1
09/03/2011	-4.8	-18	-8.7	-20.2
10/03/2011	-2	-14.5	-4	-12.8
11/03/2011	1.5	-6	1.2	-7.4
12/03/2011	4	-1	3.9	-0.6
13/03/2011	-0.8	-3.5	4.2	-8.2
14/03/2011	-5	-12.4	-7.4	-13.2
15/03/2011	3	-14	1.6	-14
16/03/2011	7.5	-5.5	7.4	-2.6
17/03/2011	4	0	3.8	-0.5
18/03/2011	-1.5	-6	-0.1	-5.1
19/03/2011	-1.2	-8.5	-4	-12.1
20/03/2011	-1	-12	-2.9	-14.5
21/03/2011	2.4	-5.5	-0.1	-10.8
22/03/2011	1.6	-2.5	-0.6	-3.6
23/03/2011	-0.5	-5	-1.4	-5.9
24/03/2011	0.8	-5	-3	-6.1
25/03/2011	-0.7	-7.5	-1.6	-6.2
26/03/2011	-3	-8.5	-3.1	-7.6
27/03/2011	-2.5	-9.5	-2.9	-7.8
28/03/2011	2	-7.5	1.8	-4.7
29/03/2011	4.5	-2	3.3	-0.7
30/03/2011	3	-1.5	2	-1.6
31/03/2011	6.6	-4	NA	NA
01/04/2011	3.4	-4	NA	NA
02/04/2011	0.5	-3	NA	NA
03/04/2011	5.1	-2	NA	NA
04/04/2011	4.5	-7.5	NA	NA
05/04/2011	5.5	-0.5	5.5	0.8
06/04/2011	0.5	-3	1.3	-2.7
07/04/2011	-0.5	-4.5	0	-3.6
08/04/2011	1.5	-5	0.1	-9.4
09/04/2011	7.5	-2.5	2.1	-5.1
10/04/2011	12	-2.5	10.2	-2.1
11/04/2011	11.5	3.5	12	2.8
12/04/2011	6.7	-0.5	10.2	-1.5
13/04/2011	9.2	-2	8.2	-2.3
14/04/2011	5	0	4	-5.3
15/04/2011	-1	-9.5	-1.4	-8.6
16/04/2011	3.5	-6.5	1.7	-9.7
17/04/2011	7	-2.5	6.6	0.3
18/04/2011	5.5	1	5.1	1.7
19/04/2011	2	-2.5	2.5	-1.2
20/04/2011	0.5	-3	-0.3	-2.9
21/04/2011	3	-3.5	1.8	-1.2
22/04/2011	10.5	-2	7.6	-3.6
23/04/2011	12.5	3.5	13.4	2.2
24/04/2011	9.5	3	7.6	1.8
25/04/2011	12	2	10.5	0.5
26/04/2011	6.5	3.5	5.8	1.1
27/04/2011	2.5	-0.5	3.4	0.2
28/04/2011	6	0.5	4.6	1.3
29/04/2011	10.5	1	9.7	1.7
30/04/2011	10	0.5	7.9	0.1
01/05/2011	9.5	0	8	-0.6
02/05/2011	16	0	15.8	0.2
03/05/2011	9.5	3.5	8.8	4.1
04/05/2011	5	2.5	4.7	2.4
05/05/2011	7.5	1.5	3.7	1.9
06/05/2011	12.5	1.7	11.9	1.5
07/05/2011	8.5	1	6.8	2.3
08/05/2011	8.5	2	6.8	0.8
09/05/2011	8.5	1.5	7.1	-0.7
10/05/2011	7	1.5	5.4	2.3
11/05/2011	7.5	2.5	7.2	0.2
12/05/2011	7.5	0.5	7	-0.6
13/05/2011	9.5	1.5	9	2.2
14/05/2011	6	4	6.3	4.1
15/05/2011	10	2.5	9	-0.7
16/05/2011	7.5	1.5	7.1	-0.6
17/05/2011	10	2.5	7	3.2
18/05/2011	11.5	4	11.5	5.7
19/05/2011	19.5	7	17.3	6.7
20/05/2011	10.5	6	14.8	5.8
21/05/2011	10	5	7.9	5.3
22/05/2011	10.5	3.5	8.6	2.9
23/05/2011	16.1	4.5	16.5	4.1
24/05/2011	22.5	11.1	22.3	7.8
25/05/2011	12	5.5	11.4	3.9
26/05/2011	10	4.5	10.6	3.6
27/05/2011	10	5	9.5	4
28/05/2011	11.9	3.9	9.5	3.3
29/05/2011	13	5.9	13.9	6.2
30/05/2011	15.5	6.5	12.9	8
31/05/2011	17	7.5	15.4	4.8
01/06/2011	16.5	9	15.4	7.3
02/06/2011	15.5	6.5	13.3	7.3
03/06/2011	9.5	5	8.4	6.2
04/06/2011	12.5	6	11.3	5
05/06/2011	12	4.5	12.3	5
06/06/2011	12.5	6	11.2	6.6
07/06/2011	12	6.5	10.4	7.4
08/06/2011	14	7.5	13.3	8.6
09/06/2011	16	8	14.7	6.6
10/06/2011	17	5	16.6	4.2
11/06/2011	17	4	15.9	4.4
12/06/2011	18.5	7	17	7.9
13/06/2011	15	10.5	13.1	8.6
14/06/2011	19	7	16.6	8.1
15/06/2011	21.5	9	19.7	8.7
16/06/2011	17.5	12	17	11.8
17/06/2011	15.7	10.5	14.9	9.5
18/06/2011	12	7	10.2	6.3
19/06/2011	12.5	7.5	10.2	6.5
20/06/2011	15	8	13.3	7.7
21/06/2011	13.5	8	12.7	7.7
22/06/2011	17	7	15.4	6.8
23/06/2011	21	8.5	16.8	9.7
24/06/2011	16.1	9.5	16.2	9.6
25/06/2011	16.6	8.8	16.5	9.4
26/06/2011	14.5	10.2	13.8	9.1
27/06/2011	19.5	9	15.3	8.7
28/06/2011	23	13.5	18.3	10.6
29/06/2011	15	9.5	15	9.4
30/06/2011	12.5	9.5	11.4	9.4
01/07/2011	21	9	13.7	9.1
02/07/2011	24.8	10.5	23.3	12.2
03/07/2011	25.5	15.5	25	14.2
04/07/2011	25.5	17	20.2	14.5
05/07/2011	20.5	13.5	19.7	12.7
06/07/2011	18	13	16.8	12.5
07/07/2011	17.5	11.5	17.3	12.5
08/07/2011	22	11	20.2	11.9
09/07/2011	18	13	18.2	13.3
10/07/2011	22	12	20.8	12.4
11/07/2011	23	16.5	21	13.9
12/07/2011	21.5	12.5	20.3	13.6
13/07/2011	21	12.5	19.6	10.6
14/07/2011	20	9	20.6	9.5
15/07/2011	22	10.5	20.2	11.3
16/07/2011	25	14	21	13.7
